"","CommonName","Analy","SampleID","Station","sitetype","site","Region2","Date","month","season","atotal","Dilution","Volume","totCount","totcells","totCountall","CPUE","ZooCode","FishCode","Phylum","Class","Order","Family","Genus","Species","LifeStage","fishDiet","Analy2","CN"
"1026","Ceriodaphnia","Cladocera","ZOOP1-02MAR2018","724 FRP","channel","Miner","Cache Slough","2018-03-02",3,"Spring",16,20,1.48960581880728,12,15,423,10.7410966028658,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1027","Ceriodaphnia","Cladocera","ZOOP1-DI-04APR2019","Horsebend1","channel","Horseshoe","Sac-San Joaquin","2019-04-04",4,"Spring",222,30,2.50592099388601,37,5,477,88.5901832267017,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1028","Ceriodaphnia","Cladocera","ZOOP6-GB-25APR2019","GRIZ_UNK","channel","Grizzly","Suisun Bay","2019-04-25",4,"Spring",4,4,1.22911600633691,4,4,230,3.25437141765085,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1029","Ceriodaphnia","Cladocera","ZOOP7-YF-25APR2019","Flyway Channel","tidal","Flyway","Cache Slough","2019-04-25",4,"Spring",16,80,2.86583783322331,1,5,793,5.58300955291815,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1030","Ceriodaphnia","Cladocera","ZOOP4-WL-14MAY2019","Wings 1","diked","Wings","North Suisun","2019-05-14",5,"Spring",120,60,1.42886985216911,12,6,1036,83.9824563572622,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1031","Ceriodaphnia","Cladocera","ZOOP2-08NOV2018","723 FRP","tidal","Liberty","Cache Slough","2018-11-08",11,"Fall",2571.42857142857,150,3.3260814915259,120,7,635,773.11051397267,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1032","Ceriodaphnia","Cladocera","ZOOP1-WINT-17OCT2019","Winter 3","tidal","Winter","Confluence","2019-10-17",10,"Fall",60,300,0.694639499921004,6,30,348,86.3757387923136,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1033","Ceriodaphnia","Cladocera","ZOOP1-DI-18MAR2019","Decker Channel","tidal","Decker","Sac-San Joaquin","2019-03-18",3,"Spring",10,50,0.862450726262024,4,20,129,11.5948653012808,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1034","Ceriodaphnia","Cladocera","ZOOP3-ND-08APR2019","609 FRP","channel","L Honker","Nurse-Denverton","2019-04-08",4,"Spring",10.4166666666667,NA,2.54776132645897,NA,NA,NA,4.08855670995853,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1035","Ceriodaphnia","Cladocera","ZOOP3-YOLO-29OCT2019","Flyway Channel","tidal","Flyway","Cache Slough","2019-10-29",10,"Fall",20,50,5.51392597864756,2,5,578,3.62717963161804,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1036","Ceriodaphnia","Cladocera","ZOOP3-LOOK-08OCT2019","LOOK_UNK","diked","Lookout","Cache Slough","2019-10-08",10,"Fall",1078,70,1.0388099775373,77,5,831,1037.72588183607,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1037","Ceriodaphnia","Cladocera","ZOOP1-14MAR2018","720 FRP","tidal","Lindsey","Cache Slough","2018-03-14",3,"Spring",4.83870967741935,NA,3.33103034806678,NA,NA,NA,1.45261650955164,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1038","Ceriodaphnia","Cladocera","ZOOP2-TR-19MAR2019","TR7","tidal","Tule Red","Suisun Bay","2019-03-19",3,"Spring",33.3333333333333,200,9.42572902441865,1,6,592,3.53641964955482,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1039","Ceriodaphnia","Cladocera","ZOOP1-LI-10APR2019","SWLiberty","tidal","Liberty","Cache Slough","2019-04-10",4,"Spring",140,700,2.36240415420025,2,10,668,59.261663484246,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1040","Ceriodaphnia","Cladocera","ZOOP5-RI-11APR2019","RyerChannel","tidal","Ryer","Suisun Bay","2019-04-11",4,"Spring",19.4444444444445,NA,0.175459459176938,NA,NA,NA,110.82015489878,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1041","Ceriodaphnia","Cladocera","ZOOP3-YOLO-16DEC2019","Flyway","tidal","Flyway","Cache Slough","2019-12-16",12,"Winter",28,70,2.76506111820887,2,5,964,10.1263584430776,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1042","Ceriodaphnia","Cladocera","ZOOP1-RI-11APR2019","Ryer2ndChannel","tidal","Ryer","Suisun Bay","2019-04-11",4,"Spring",66,30,2.24678086956314,11,5,584,29.3753613866371,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1043","Ceriodaphnia","Cladocera","ZOOP3-LS-10APR2019","LookoutVogelOutside","diked","Lookout","Cache Slough","2019-04-10",4,"Spring",300,150,2.90947774999296,10,5,843,103.111288615534,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1044","Ceriodaphnia","Cladocera","ZOOP2P-29MAR2018","SoPro3","muted","Prospect","Cache Slough","2018-03-29",3,"Spring",766.666666666667,NA,1.86751850011146,NA,NA,NA,410.526946116416,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1045","Ceriodaphnia","Cladocera","ZOOP6-13APR2018","705 FRP","channel","Horseshoe","Sac-San Joaquin","2018-04-13",4,"Spring",444,15,2.62604323901483,148,5,889,169.075662351458,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1046","Ceriodaphnia","Cladocera","ZOOP2-LIBE-18NOV2019","SWLiberty","tidal","Liberty","Cache Slough","2019-11-18",11,"Fall",35,25,2.78530644042159,7,5,696,12.5659422934815,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1047","Ceriodaphnia","Cladocera","ZOOP2-WI-28MAR2019","801 FRP","channel","Broad","Confluence","2019-03-28",3,"Spring",6.55952771400459,NA,2.93512182479575,NA,NA,NA,2.23484001876517,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1048","Ceriodaphnia","Cladocera","ZOOP1S-10APR2018","Stacys Island","tidal","WTIB","Sac-San Joaquin","2018-04-10",4,"Spring",56.25,30,1.97054469537176,15,8,710,28.5454068269119,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1049","Ceriodaphnia","Cladocera","ZOOP6-09APR2018","Winter 1","tidal","Winter","Confluence","2018-04-09",4,"Spring",8,40,1.17107941599377,4,20,264,6.83130442798472,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1050","Ceriodaphnia","Cladocera","ZOOP1CS-9MAY2018","LinBR","tidal","Lindsey","Cache Slough","2018-05-09",5,"Spring",496,80,3.49704199021112,31,5,993,141.834156235012,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1051","Ceriodaphnia","Cladocera","ZOOP3S-13MAR2018","Stacys Island","tidal","WTIB","Sac-San Joaquin","2018-03-13",3,"Spring",20,30,3.09528481830085,6,9,622,6.46144092516144,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1052","Ceriodaphnia","Cladocera","ZOOP3-23JAN2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-01-23",1,"Winter",6,10,0.922286900801851,3,5,294,6.5055678387967,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1053","Ceriodaphnia","Cladocera","ZOOP1S-13MAR2018","Stacys Island","tidal","WTIB","Sac-San Joaquin","2018-03-13",3,"Spring",14.2857142857143,NA,1.54449313680622,NA,NA,NA,9.24945145127352,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1054","Ceriodaphnia","Cladocera","ZOOP5-29MAR2018","501 FRP","tidal","Ryer","Suisun Bay","2018-03-29",3,"Spring",47.3684210526316,NA,2.51311933067275,NA,NA,NA,18.8484567662576,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1055","Ceriodaphnia","Cladocera","ZOOP2-WI-06DEC2018","801 FRP","channel","Broad","Confluence","2018-12-06",12,"Winter",8.26446280991736,NA,3.4655492667691,NA,NA,NA,2.38474832522645,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1056","Ceriodaphnia","Cladocera","ZOOP5-13MAR2018","Blacklock","tidal","Blacklock","Nurse-Denverton","2018-03-13",3,"Spring",3.57142857142857,NA,9.42572902441865,NA,NA,NA,0.378902105309445,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1057","Ceriodaphnia","Cladocera","ZOOP1-LOOK-08OCT2019","LOOK_UNK","diked","Lookout","Cache Slough","2019-10-08",10,"Fall",7760,400,0.989771308177597,97,5,774,7840.1949378468,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1058","Ceriodaphnia","Cladocera","ZOOP1-DI-30MAY2019","Decker Breach","tidal","Decker","Sac-San Joaquin","2019-05-30",5,"Spring",58.3333333333333,100,0.619056963660169,7,12,442,94.2293468252711,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1059","Ceriodaphnia","Cladocera","ZOOP3-D-10MAY2018","Horsebend1","channel","Horseshoe","Sac-San Joaquin","2018-05-10",5,"Spring",51,15,9.42572902441865,17,5,909,5.41072206381888,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1060","Ceriodaphnia","Cladocera","ZOOP1-YF-23MAY2019","Flyway Channel","tidal","Flyway","Cache Slough","2019-05-23",5,"Spring",3600,300,2.13430685727024,60,5,853,1686.73027860875,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1061","Ceriodaphnia","Cladocera","ZOOP2CS-9MAY2018","723 FRP","tidal","Liberty","Cache Slough","2018-05-09",5,"Spring",96,40,2.22968481969462,12,5,742,43.0554126538603,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1062","Ceriodaphnia","Cladocera","ZOOP1-LOOK-29OCT2019","Lookout Vogel Outside","diked","Lookout","Cache Slough","2019-10-29",10,"Fall",650,100,3.77057878810747,39,6,430,172.387327391254,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1063","Ceriodaphnia","Cladocera","ZOOP3-11APR2018","720 FRP","tidal","Lindsey","Cache Slough","2018-04-11",4,"Spring",13.3333333333333,40,3.41291142901602,4,12,678,3.9067328908613,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1064","Ceriodaphnia","Cladocera","ZOOP3-6JUN2018","724 FRP","channel","Miner","Cache Slough","2018-06-06",6,"Summer",35.625,15,1.57013721160901,19,8,534,22.6890998675797,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1065","Ceriodaphnia","Cladocera","ZOOP6-29MAR2018","Ryer3","tidal","Ryer","Suisun Bay","2018-03-29",3,"Spring",5,15,3.07234011979309,2,6,718,1.62742398466506,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1066","Ceriodaphnia","Cladocera","ZOOP2-DI-07JUN2019","Decker Breach","tidal","Decker","Sac-San Joaquin","2019-06-07",6,"Summer",66.6666666666667,200,9.42572902441865,3,9,414,7.07283929910965,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1067","Ceriodaphnia","Cladocera","ZOOP1-DI-10APR2019","Decker Inside","tidal","Decker","Sac-San Joaquin","2019-04-10",4,"Spring",87.5000000000001,NA,1.85087234629211,NA,NA,NA,47.2750053104908,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1068","Ceriodaphnia","Cladocera","ZOOP1-WI-13JUN2019","Winter Channel","tidal","Winter","Confluence","2019-06-13",6,"Summer",140,100,3.61266527484823,7,5,831,38.752552298353,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1069","Ceriodaphnia","Cladocera","ZOOP1P-29MAR2018","SoPro2","muted","Prospect","Cache Slough","2018-03-29",3,"Spring",731.25,NA,2.72187109748839,NA,NA,NA,268.657101607333,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1070","Ceriodaphnia","Cladocera","ZOOP3P-29MAR2018","ProBr","muted","Prospect","Cache Slough","2018-03-29",3,"Spring",44.9999999999999,NA,2.76731059845473,NA,NA,NA,16.2612754871564,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1071","Ceriodaphnia","Cladocera","ZOOP1-CI-29APR2019","Chipps North","diked","Chipps","Confluence","2019-04-29",4,"Spring",7.14285714285714,NA,0.442697712384889,NA,NA,NA,16.1348408700315,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1072","Ceriodaphnia","Cladocera","ZOOP1-11MAY2018","602FRP","channel","Grizzly","Suisun Bay","2018-05-11",5,"Spring",14,70,2.48612556772245,1,5,1007,5.63125217075236,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1073","Ceriodaphnia","Cladocera","ZOOP2-BI-15MAY2019","Browns Channel","tidal","Browns","Confluence","2019-05-15",5,"Spring",84,60,1.99258960178117,7,5,440,42.1561971039659,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1074","Ceriodaphnia","Cladocera","ZOOP2B-13MAR2018","Blacklock","tidal","Blacklock","Nurse-Denverton","2018-03-13",3,"Spring",2,NA,2.36465363444611,NA,NA,NA,0.8457898319085,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1075","Ceriodaphnia","Cladocera","ZOOP4P-29MAR2018","SoPro1","muted","Prospect","Cache Slough","2018-03-29",3,"Spring",92.3076923076923,80,1.3307925134497,15,13,506,69.3629482994392,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1076","Ceriodaphnia","Cladocera","ZOOP1-11APR2018","ProBr","muted","Prospect","Cache Slough","2018-04-11",4,"Spring",400,NA,2.45913180477216,NA,NA,NA,162.659032437287,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1077","Ceriodaphnia","Cladocera","ZOOP2-WINT-17OCT2019","Winter 5","tidal","Winter","Confluence","2019-10-17",10,"Fall",11.7647058823529,200,1.42347109957905,1,17,872,8.26480136184852,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1078","Ceriodaphnia","Cladocera","ZOOP2-DECK-19NOV2019","Decker Inside","tidal","Decker","Sac-San Joaquin","2019-11-19",11,"Fall",13.3333333333333,40,7.67522659886809,2,6,447,1.73719083880855,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1079","Ceriodaphnia","Cladocera","ZOOP4-11APR2018","723 FRP","tidal","Liberty","Cache Slough","2018-04-11",4,"Spring",33.3333333333333,NA,3.75033346589475,NA,NA,NA,8.88809852149526,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1080","Ceriodaphnia","Cladocera","ZOOP2-PI-04APR2019","SoPro2","muted","Prospect","Cache Slough","2019-04-04",4,"Spring",37.5,NA,1.79508523619482,NA,NA,NA,20.8903729159355,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1081","Ceriodaphnia","Cladocera","ZOOP2-LS-22MAR2019","LookoutSycamore","diked","Lookout","Cache Slough","2019-03-22",3,"Spring",12,60,9.42572902441865,1,5,468,1.27311107383974,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1082","Ceriodaphnia","Cladocera","ZOOP1-LHB-10MAY2018","Blacklock","tidal","Blacklock","Nurse-Denverton","2018-05-10",5,"Spring",48,60,3.14612307185724,4,5,650,15.256872952419,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1083","Ceriodaphnia","Cladocera","ZOOP5-09APR2018","801 FRP","channel","Broad","Confluence","2018-04-09",4,"Spring",3,NA,3.86325737423683,NA,NA,NA,0.776546760774031,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1084","Ceriodaphnia","Cladocera","ZOOP2-10APR2018","609 FRP","channel","L Honker","Nurse-Denverton","2018-04-10",4,"Spring",5,15,4.72075924395797,2,6,1077,1.05915166218219,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1085","Ceriodaphnia","Cladocera","ZOOP6-RI-11APR2019","RyerChannel","tidal","Ryer","Suisun Bay","2019-04-11",4,"Spring",113.333333333333,40,2.64133970468667,17,6,562,42.9075189125579,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1086","Ceriodaphnia","Cladocera","ZOOP2-29MAR2018","Ryer3","tidal","Ryer","Suisun Bay","2018-03-29",3,"Spring",36,NA,2.08301870766467,NA,NA,NA,17.282610025313,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1087","Ceriodaphnia","Cladocera","ZOOP3-WI-28MAR2019","WinterNorth","tidal","Winter","Confluence","2019-03-28",3,"Spring",6,15,3.29143949573968,2,5,435,1.82291061639328,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1088","Ceriodaphnia","Cladocera","ZOOP2-ND-14MAY2019","BRAD_UNK","diked","Bradmoor","Nurse-Denverton","2019-05-14",5,"Spring",350,700,0.638852389823722,3,6,1064,547.857385485519,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1089","Ceriodaphnia","Cladocera","ZOOP3-LI-25APR2019","SWLiberty","tidal","Liberty","Cache Slough","2019-04-25",4,"Spring",54,30,2.731318914521,9,5,501,19.7706681972984,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1090","Ceriodaphnia","Cladocera","ZOOP_801-1-12MAR2018","801 FRP","channel","Broad","Confluence","2018-03-12",3,"Spring",6,NA,1.8922627828159,NA,NA,NA,3.17080695899505,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1091","Ceriodaphnia","Cladocera","ZOOP2-SJ-10APR2019","Stacys Island","tidal","WTIB","Sac-San Joaquin","2019-04-10",4,"Spring",40,30,0.986172139784224,8,6,414,40.5608700411594,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1092","Ceriodaphnia","Cladocera","ZOOP3-PI-04APR2019","SoPro1","muted","Prospect","Cache Slough","2019-04-04",4,"Spring",150,250,3.01025446500741,15,25,220,49.8296744490107,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1093","Ceriodaphnia","Cladocera","ZOOP2-13DEC2018","723 FRP","tidal","Liberty","Cache Slough","2018-12-13",12,"Winter",54.2857142857143,10,2.89013221987858,38,7,630,18.7831248384875,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1094","Ceriodaphnia","Cladocera","ZOOP1-23JAN2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-01-23",1,"Winter",6,30,0.446746776827433,1,5,1114,13.4304270589459,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1095","Ceriodaphnia","Cladocera","ZOOP4-WL-22FEB2019","Breach 1 Inside","diked","Wings","North Suisun","2019-02-22",2,"Winter",160,NA,0.328424115895294,NA,NA,NA,487.174943179295,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1096","Ceriodaphnia","Cladocera","ZOOP1-GB-25APR2019","GRIZ_UNK","channel","Grizzly","Suisun Bay","2019-04-25",4,"Spring",30,NA,2.05107608817348,NA,NA,NA,14.6264686000584,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1097","Ceriodaphnia","Cladocera","ZOOP4-22MAR2018","Browns Channel","tidal","Browns","Confluence","2018-03-22",3,"Spring",37.5,250,4.16468772718182,3,20,187,9.00427654041079,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1098","Ceriodaphnia","Cladocera","ZOOP2-6JUN2018","723 FRP","tidal","Liberty","Cache Slough","2018-06-06",6,"Summer",50,30,1.71545363549144,10,6,442,29.1468093136053,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1099","Ceriodaphnia","Cladocera","ZOOP3-9OCT2018","SWLiberty","tidal","Liberty","Cache Slough","2018-10-09",10,"Fall",256,20,2.92117504727142,64,5,605,87.6359669849712,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1100","Ceriodaphnia","Cladocera","ZOOP6-WL-28FEB2019","Breach 1 Outside","diked","Wings","North Suisun","2019-02-28",2,"Winter",252.173913043478,NA,1.12204074663406,NA,NA,NA,224.745771309963,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1101","Ceriodaphnia","Cladocera","ZOOP2-LIBE-16DEC2019","SWLiberty","tidal","Liberty","Cache Slough","2019-12-16",12,"Winter",174,30,3.56137712524266,29,5,810,48.857504802484,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1102","Ceriodaphnia","Cladocera","ZOOP1-BI-09APR2019","BrownsPond","tidal","Browns","Confluence","2019-04-09",4,"Spring",11,NA,2.65528648221099,NA,NA,NA,4.14267916991035,64,NA,"Arthropoda","Branchiopoda","Cladocera",NA,"Ceriodaphnia","spp.","adult",TRUE,"Cladocera","Ceriodaphnia"
"1103","Chironomid Larvae","Diptera","ZOOP1-YF-12JUN2019","Flyway Channel","tidal","Flyway","Cache Slough","2019-06-12",6,"Summer",1.81818181818182,40,2.18694469502332,1,22,272,0.831379880030496,3,NA,"Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"larvae",TRUE,"Insecta","Chironomid"
"1104","Chironomid Larvae","Diptera","ZOOP4-13APR2018","Decker Breach","tidal","Decker","Sac-San Joaquin","2018-04-13",4,"Spring",15,NA,2.41909105639588,NA,NA,NA,6.20067605985365,3,NA,"Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"larvae",TRUE,"Insecta","Chironomid"
"1105","Chironomid Larvae","Diptera","ZOOP1S-7JUN2018","Stacys Island","tidal","WTIB","Sac-San Joaquin","2018-06-07",6,"Summer",60,40,0.458444074105896,15,10,584,130.877468788353,3,NA,"Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"larvae",TRUE,"Insecta","Chironomid"
